Year,Month,United States dollar,Sterling pound,Euro,South Africa Rand,Uganda shilling\2,Tanzania shilling\2,Rwanda Franc,Burundi Franc,AE Dirham,Deutch Mark,Canadian dollar,French franc,Swiss franc,Dutch guilder,Italian lira,Belgium franc,Japanese yen (100),Swdish kroner,Norwegian kroner,Danish kroner,Austrian schilling,Finn marka,Spanish peseta,Indian rupee,Hong  kong dollar,Singapore dollar,Saudi riyal,Chinese Yuan,Australian dollar
2005,8,75.809,135.866,93.165,11.685,23.939,14.91,,,20.64,,62.833,,59.981,,,,68.458,9.96,11.762,12.489,,,,1.738,9.755,45.612,20.214,,57.712
2005,9,74.103,134.101,90.855,11.62,24.934,15.318,,,20.176,,62.827,,58.649,,,,66.723,9.728,11.631,12.181,,,,1.687,9.546,44.093,19.758,,56.722
2005,10,73.709,129.853,88.559,11.204,25.15,15.468,,,20.069,,62.613,,57.185,,,,64.219,9.408,11.29,11.874,,,,1.644,9.503,43.588,19.65,,55.607
2005,11,74.738,129.762,88.151,11.204,24.523,15.641,,,20.348,,63.215,,57.054,,,,63.193,9.217,11.269,11.818,,,,1.635,9.638,44.015,19.928,,54.975
2005,12,73.107,127.624,86.69,11.445,24.807,15.998,,,19.904,,62.937,,56.003,,,,61.633,9.184,10.87,11.632,,,,1.605,9.429,43.658,19.506,,54.242
2006,1,72.214,127.513,87.526,11.784,25.168,16.289,,,19.661,,62.338,,56.497,,,,62.55,9.392,10.869,11.733,,,,1.629,9.313,44.244,19.255,,54.149
2006,2,71.804,125.614,85.841,11.691,25.27,16.567,,,19.549,,62.48,,55.08,,,,60.936,9.197,10.639,11.499,,,,1.621,9.253,44.081,19.146,,53.255
2006,3,72.281,125.958,86.901,11.535,25.188,16.746,,,19.68,,62.252,,55.384,,,,61.631,9.248,10.878,11.646,,,,1.625,9.315,44.563,19.273,,52.594
2006,4,71.304,125.836,87.454,11.653,25.611,17.159,,,19.413,,62.183,,55.503,,,,60.935,9.364,11.115,11.723,,,,1.593,9.192,44.528,19.011,,52.447
2006,5,71.764,134.128,91.638,11.337,25.565,17.31,,,19.539,,64.642,,58.892,,,,64.241,9.814,11.75,12.29,,,,1.583,9.255,45.506,19.136,,54.787
